,train,val
0,TCGA-BH-A0DQ,TCGA-D8-A1XY
1,TCGA-3C-AALJ,TCGA-BH-A0DO
2,TCGA-JL-A3YX,TCGA-BH-A0DH
3,TCGA-C8-A1HI,TCGA-E2-A1LA
4,TCGA-A8-A08X,TCGA-A8-A09W
5,TCGA-D8-A1JL,TCGA-AO-A128
6,TCGA-E2-A15F,TCGA-A2-A0CL
7,TCGA-EW-A2FS,TCGA-A7-A6VV
8,TCGA-HN-A2NL,TCGA-OL-A5D8
9,TCGA-AO-A0JJ,TCGA-A8-A095
10,TCGA-AO-A12F,TCGA-UU-A93S
11,TCGA-LL-A9Q3,TCGA-AN-A0FJ
12,TCGA-BH-A0E9,TCGA-AN-A0XP
13,TCGA-S3-AA0Z,TCGA-A8-A08Z
14,TCGA-AR-A251,TCGA-D8-A1JD
15,TCGA-A8-A07G,TCGA-XX-A89A
16,TCGA-E9-A1QZ,TCGA-BH-A0RX
17,TCGA-E9-A3X8,TCGA-B6-A0IB
18,TCGA-D8-A1XJ,TCGA-E2-A1L7
19,TCGA-A2-A4S3,TCGA-AO-A12B
20,TCGA-A8-A07Z,TCGA-E2-A1AZ
21,TCGA-A7-A5ZX,TCGA-GM-A2DB
22,TCGA-D8-A27L,TCGA-D8-A27G
23,TCGA-E9-A1NG,TCGA-C8-A27B
24,TCGA-E2-A10A,TCGA-A2-A0CX
25,TCGA-LD-A66U,TCGA-E2-A154
26,TCGA-AR-A24W,TCGA-D8-A1JS
27,TCGA-AO-A0J6,TCGA-E2-A14V
28,TCGA-A2-A3XU,TCGA-AO-A0J3
29,TCGA-D8-A1XF,TCGA-AO-A1KT
30,TCGA-C8-A26V,TCGA-AO-A126
31,TCGA-B6-A0IP,TCGA-E2-A153
32,TCGA-AC-A6IW,TCGA-BH-A0H5
33,TCGA-B6-A0X5,TCGA-AC-A3QP
34,TCGA-D8-A1X8,TCGA-E9-A1RH
35,TCGA-BH-A18P,TCGA-B6-A0RE
36,TCGA-A2-A0D4,TCGA-PL-A8LZ
37,TCGA-B6-A0WV,TCGA-D8-A1JA
38,TCGA-AR-A1AK,TCGA-A2-A1FW
39,TCGA-BH-A1EX,TCGA-AO-A0JA
40,TCGA-EW-A1J6,TCGA-A8-A09K
41,TCGA-GM-A2DM,TCGA-E2-A15O
42,TCGA-LL-A6FP,TCGA-BH-A0BM
43,TCGA-AN-A0FF,TCGA-B6-A0IN
44,TCGA-OL-A66P,TCGA-D8-A27E
45,TCGA-A2-A1G6,TCGA-AN-A0XO
46,TCGA-AO-A03T,TCGA-LL-A7T0
47,TCGA-A8-A0A1,TCGA-AC-A2BK
48,TCGA-D8-A1JI,TCGA-AC-A5XU
49,TCGA-AN-A0FV,TCGA-OL-A66O
50,TCGA-EW-A1PB,TCGA-B6-A0RI
51,TCGA-BH-A0W4,TCGA-BH-A0W3
52,TCGA-BH-A18H,TCGA-LL-A5YP
53,TCGA-C8-A12Q,TCGA-AC-A3YI
54,TCGA-A2-A3Y0,TCGA-D8-A1XZ
55,TCGA-C8-A1HM,TCGA-E9-A1R3
56,TCGA-A2-A04Q,TCGA-BH-A0DD
57,TCGA-GM-A2DI,TCGA-C8-A12Y
58,TCGA-S3-AA15,TCGA-E9-A229
59,TCGA-AO-A1KR,TCGA-EW-A1OZ
60,TCGA-D8-A1JC,TCGA-A2-A0T0
61,TCGA-A2-A04P,TCGA-UL-AAZ6
62,TCGA-A7-A26I,TCGA-E9-A1RD
63,TCGA-AR-A24H,TCGA-BH-A0DX
64,TCGA-E9-A1R7,TCGA-A2-A0CT
65,TCGA-A2-A0T4,TCGA-BH-A1FR
66,TCGA-AR-A24L,TCGA-A7-A26E
67,TCGA-AN-A0AL,TCGA-PE-A5DC
68,TCGA-A8-A08F,TCGA-E2-A1IL
69,TCGA-A7-A0CJ,TCGA-LD-A74U
70,TCGA-D8-A1Y2,TCGA-D8-A27M
71,TCGA-A7-A13G,TCGA-A2-A04U
72,TCGA-A8-A075,TCGA-BH-A1FN
73,TCGA-AC-A3W5,TCGA-E9-A2JT
74,TCGA-3C-AALK,TCGA-D8-A147
75,TCGA-EW-A2FR,TCGA-A8-A09N
76,TCGA-BH-A1EY,TCGA-A2-A1FZ
77,TCGA-E9-A227,TCGA-BH-A203
78,TCGA-E2-A1IH,TCGA-E2-A1BC
79,TCGA-AR-A254,TCGA-AN-A0FY
80,TCGA-B6-A0X4,TCGA-AO-A0JM
81,TCGA-S3-AA10,TCGA-AN-A0AK
82,TCGA-E2-A15T,TCGA-BH-A0EE
83,TCGA-C8-A26W,TCGA-AO-A12G
84,TCGA-BH-A42U,TCGA-D8-A141
85,TCGA-EW-A1IW,TCGA-EW-A1J1
86,TCGA-OK-A5Q2,TCGA-E2-A14Y
87,TCGA-EW-A1J5,TCGA-PL-A8LX
88,TCGA-A2-A0T2,TCGA-AC-A2B8
89,TCGA-C8-A275,TCGA-AR-A0U4
90,TCGA-A8-A09B,TCGA-EW-A1OY
91,TCGA-E9-A3QA,TCGA-BH-A1FL
92,TCGA-E9-A1RA,TCGA-E2-A1LG
93,TCGA-AN-A0FX,TCGA-BH-A5J0
94,TCGA-AO-A0JG,TCGA-A2-A25E
95,TCGA-D8-A13Y,TCGA-E9-A1R5
96,TCGA-D8-A1J9,TCGA-B6-A1KC
97,TCGA-BH-A0HA,TCGA-A1-A0SH
98,TCGA-EW-A1OV,TCGA-E2-A14Q
99,TCGA-AC-A3OD,TCGA-A2-A0EM
100,TCGA-LD-A7W5,TCGA-B6-A0RM
101,TCGA-D8-A1Y0,TCGA-A8-A09Q
102,TCGA-A2-A0YD,TCGA-B6-A0RG
103,TCGA-AR-A1AO,TCGA-AN-A0FZ
104,TCGA-OL-A5DA,TCGA-C8-A26Y
105,TCGA-GM-A2DD,TCGA-AN-A0XW
